Volatility 3 Framework 2.0.0

Offset	Name	Size
0xc70148713350	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eModel.dll	216
0xc701487134e0	\Windows\System32\eShims.dll	216
0xc70148713990	\Windows	216
0xc70148714160	\Windows\bcastdvr	216
0xc701487142f0	\Windows\System32\apisetschema.dll	216
0xc701487147a0	\Windows\System32\edgehtml.dll	216
0xc70148714930	\Windows\System32\rometadata.dll	216
0xc70148714de0	\$Directory	216
0xc70148715100	\Windows\System32\srpapi.dll	216
0xc70148715420	\Windows\System32\ru-RU\user32.dll.mui	216
0xc701487155b0	\$Directory	216
0xc70148715740	\Windows\System32\mlang.dll	216
0xc701487158d0	\Windows\System32\icuin.dll	216
0xc70148715a60	\Windows\System32\icuuc.dll	216
0xc70148715bf0	\$Directory	216
0xc701487160a0	\Windows\System32\Chakra.dll	216
0xc70148716230	\Windows\System32\icu.dll	216
0xc701487166e0	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eData.dll	216
0xc70148716a00	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xc70148716b90	\CMApi	216
0xc70148716d20	\$Directory	216
0xc701487171d0	\Windows\System32\icuin.dll	216
0xc70148717360	\Windows\System32\rometadata.dll	216
0xc701487174f0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\DeviceSearchCache\AppCache132790342960375156.txt	216
0xc70148717680	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\BingConfiguration\BingConfiguration_common.xml	216
0xc70148717810	\Windows\System32\icu.dll	216
0xc701487179a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm	216
0xc70148717b30	\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll	216
0xc70148717cc0	\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll	216
0xc70148717e50	\Windows\System32\Chakra.dll	216
0xc70148718300	\Windows\System32\ru-RU\ApplicationFrame.dll.mui	216
0xc70148718490	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdge_44.18362.1.0_neutral__8wekyb3d8bbwe\ActivationStore.dat.LOG1	216
0xc70148718620	\Windows\System32\mlang.dll	216
0xc701487187b0	\CMApi	216
0xc70148718940	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat	216
0xc70148718ad0	\Windows\SystemResources\Windows.UI.ShellCommonInetCore\Windows.UI.ShellCommonInetCore.pri	216
0xc70148718c60	\Windows\System32\ru-RU\ApplicationFrame.dll.mui	216
0xc70148718df0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdge_44.18362.1.0_neutral__8wekyb3d8bbwe\ActivationStore.dat	216
0xc70148719110	\MsFteWds	216
0xc701487192a0	\Windows\System32\msimtf.dll	216
0xc70148719430	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdge_44.18362.1.0_neutral__8wekyb3d8bbwe\ActivationStore.dat.LOG2	216
0xc701487195c0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\spartan.jfm	216
0xc70148719750	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\spartan.edb	216
0xc70148719c00	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat.LOG2	216
0xc70148719d90	\Windows\System32\ru-RU\ESENT.dll.mui	216
0xc7014871a0b0	\Windows\System32\browser_broker.exe	216
0xc7014871a240	\Windows\rescache\_merged\1348407519\2423582761.pri	216
0xc7014871a3d0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat.LOG1	216
0xc7014871a880	\Windows\System32\ShellExperiences\WindowsInternal.Xaml.Controls.Tabs.dll	216
0xc7014871aa10	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\spartan.edb	216
0xc7014871aba0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\LogFiles\edb.log	216
0xc7014871ad30	\Windows\Fonts\segoeui.ttf	216
0xc7014871aec0	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\pris\resources.ru-RU.pri	216
0xc7014871b1e0	\Windows\System32\browserbroker.dll	216
0xc7014871b370	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.gthr	216
0xc7014871b500	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.Crwl	216
0xc7014871b690	\Program Files\Common Files\microsoft shared\ink\IpsPlugin.dll	216
0xc7014871b820	\Windows\Registration\R000000000006.clb	216
0xc7014871b9b0	\Windows\SystemResources\tquery.dll.mun	216
0xc7014871bb40	\$Directory	216
0xc7014871bcd0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\Init[1].htm	216
0xc7014871c4a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002	216
0xc7014871c630	\Windows\System32\ru-RU\vsstrace.dll.mui	216
0xc7014871c7c0	\System Volume Information\IndexerVolumeGuid	216
0xc7014871c950	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000	216
0xc7014871cae0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000	216
0xc7014871cc70	\CMApi	216
0xc7014871ce00	\Windows\System32\ru-RU\windows.storage.dll.mui	216
0xc7014871d120	\$Directory	216
0xc7014871d440	\Windows\Fonts\StaticCache.dat	216
0xc7014871d5d0	\Windows\System32\ru-RU\edgehtml.dll.mui	216
0xc7014871d760	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.001	216
0xc7014871d8f0	\$Directory	216
0xc7014871da80	\Windows\System32\ru-RU\Conhost.exe.mui	216
0xc7014871dc10	\SearchTextHarvester	216
0xc7014871dda0	\Windows\System32	216
0xc7014871e250	\Windows\System32\ieproxy.dll	216
0xc7014871e3e0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\spartan.jfm	216
0xc7014871e570	\Windows\System32\ieframe.dll	216
0xc7014871e700	\Windows\System32\ru-RU\KernelBase.dll.mui	216
0xc7014871e890	\$PrepareToShrinkFileSize	216
0xc7014871ea20	\Windows\System32\AssignedAccessRuntime.dll	216
0xc7014871ebb0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\Recovery\Active\RecoveryStore.{C132108B-04F7-4A7B-9D8D-6AA1B17F5C6E}.dat	216
0xc7014871f1f0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\edb.chk	216
0xc7014871f380	\Windows\System32\Windows.System.Profile.RetailInfo.dll	216
0xc7014871f510	\$Directory	216
0xc7014871f6a0	\Users\CSGO\AppData\Local\Microsoft\OneDrive\LogoImages\OneDriveSmallTile.scale-100.png	216
0xc7014871f830	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eView.dll	216
0xc7014871f9c0	\$Directory	216
0xc7014871fb50	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\pruIjZrINl54b1DFfOmF2j3uLgw[1].css	216
0xc7014871fce0	\Endpoint	216
0xc7014871fe70	\$Directory	216
0xc70148720190	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.18362.30_none_a1435978519dce7f	216
0xc701487204b0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\Temp\~DF381D9A6EE0019E69.TMP	216
0xc70148720640	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\DBStore\LogFiles\edb.log	216
0xc701487207d0	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eView.dll	216
0xc70148720960	\$ConvertToNonresident	216
0xc70148720af0	\Windows\System32\browserbroker.dll	216
0xc70148720c80	\Windows\System32\Windows.System.Diagnostics.dll	216
0xc70148720e10	\$Directory	216
0xc70148721130	\Endpoint	216
0xc70148721450	\$Directory	216
0xc701487215e0	\$Directory	216
0xc70148721770	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\BQR--Mi6Hdug9aUgfjMzORag63E.br[1].js	216
0xc70148721900	\$Directory	216
0xc70148721c20	\$Directory	216
0xc70148721db0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\nEl6gm6izUrrDobE23TevZhe_fI[1].css	216
0xc701487220d0	⥽琨渽䄮捣獥楳楢楬祴籼渨䄮捣獥楳楢楬祴笽⥽紩䘨敥扤捡籫⡼敆摥慢正笽⥽Ⱙ畦据楴湯渨笩產敳猠牴捩≴瘻牡琠昽湵瑣潩⡮笩畦据楴湯琠⤨瑻楨⹳慣汬慢正㵳嵛琻楨⹳敤畢噧污敵㵳絻牽瑥牵⁮⹴牰瑯瑯灹⹥敳䍴湯整瑸慖畬㵥畦据楴湯渨琬笩祴数景渠㴡猢牴湩≧籼⹮敬杮桴ㄼ籼琨楨⹳敤畢噧污敵孳嵮琽紩	216
0xc70148722260	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\jz5JHWe_2WCod7u1RNWmByRezL4.br[1].js	216
0xc701487223f0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\kLrfiYYB8DcIiAPGSl94eXWqho8[1].css	216
0xc70148722580	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\Temp\~DFDD205567BD162608.TMP	216
0xc70148722710	⡴畦据楴湯⤨楻渨汵⥬ⱽ⥴渻琮敨⡮畦据楴湯渨笩扳损⡴⥲椻渨紩昬湵瑣潩⡮笩⡩畮汬紩紩紩琬瀮潲潴祴数爮捥敲瑡䙥汩健潲業敳䵳灡昽湵瑣潩⡮笩桴獩昮汩健潲業敳㵳絻琻楨⹳楦敬敄捳楲瑰牯剳捥楥敶㵤ㄡ琻楨⹳楦敬剳煥敵瑳摥ℽ紱琬瀮潲潴祴数愮摤牐浯獩㵥畦据楴湯渨琬笩桴獩昮汩健潲業敳孳嵮琽楨	216
0xc701487228a0	\$Directory	216
0xc70148722d50	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\_F0M0yoTmc2b-_eS3W0Eu-fGENs.br[1].js	216
0xc70148722ee0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\INetCache\UU0E5BQL\aH2gJRG91zOeau1SjilyiJgThDk[1].js	216
0xc70148723200	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\ZD-xONilTwKHUhWINAEZZG6Co3Y[1].css	216
0xc70148723390	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\x0Cvpg0MmmBx9EUGxLDfa2xcV-E.br[1].js	216
0xc70148723520	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\jLMiUYP_gDVN378tPu2U3GMlZAk.br[1].js	216
0xc701487236b0	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\Recovery\Active\RecoveryStore.{C3E2B529-7150-492D-B957-E9C9D7E73031}.dat	216
0xc70148723840	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\QNBBNqWD9F_Blep-UqQSqnMp-FI[1].css	216
0xc701487239d0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\khcwp7t0yzvP6bcvGseXmrgF1yQ.br[1].js	216
0xc70148723b60	∽ㄭⰢ㵮⡦⌢扦杰杤‬昣灢摧⁧∪㬩⡴ⱩⱲ搢癩Ⱒ⥮琻椨爬∬癳≧測㬩⡴ⱩⱲ愢Ⱒ⥮琻椨爬∬楬Ⱒ⥮琻椨爬∬湩異≴測㬩⡴ⱩⱲ猢汥捥≴測㬩⡴愢楲ⵡ楨摤湥Ⱒ琢畲≥∬潢祤㨠潮⡴捳楲瑰㨩潮⡴瑳汹⥥Ⱒ⥮晽湵瑣潩⁮⡯笩潦⡲慶⁲Ⱳ㵴㬰㱴⹮敬杮桴琻⬫爩弽⹤敧䕴敬敭瑮祂摉渨瑛⹝摩Ⱙ♲椦爨測瑛⹝瑡牴	216
0xc70148723cf0	慮䅬瑴楲畢整慖畬⥥渻氮湥瑧㵨細畦据楴湯猠⤨瑻灹潥⁦橳敟瑶㴡產摮晥湩摥☢⠦橳敟瑶戮湩⡤漢䙮敥扤捡卫慴瑲湩≧昬湵瑣潩⡮笩⡥紩Ⱙ橳敟瑶戮湩⡤漢䙮敥扤捡䍫潬楳杮Ⱒ畦据楴湯⤨潻⤨⥽紩慶⁲㵮嵛爬昽湵瑣潩⡮笩畦据楴湯渠渨琬椬笩桴獩椮㵤㭮桴獩愮瑴楲畢整慎敭琽琻楨⹳牯杩湩污瑁牴扩瑵噥污	216
0xc70148723e80	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\fgk5-9x8q1sgwBxUeAAN11_-lt8.br[1].js	216
0xc701487241a0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\k4dj5RexPyGsZe3rKsH62zCD1go.br[1].js	216
0xc70148724330	湥敤㵲畦据楴湯⤨登牡椠琽楨⹳牰灯⹳捩湯爻瑥牵⁮㽩敒捡⹴牣慥整汅浥湥⡴猢慰≮第汣獡乳浡㩥爢浥癯䥥潣≮琬瑩敬椺琮瑩敬漬䍮楬正昺湵瑣潩⡮⥴瑻渮瑡癩䕥敶瑮献潴偰潲慰慧楴湯⤨琻献潴偰潲慰慧楴湯⤨渻椮癮歯䍥楬正慈摮敬⡲⹩汣捩Ⱬ⹴慮楴敶癅湥⥴ⱽ搢瑡ⵡ慰瑲敮瑲条㨢⹴桷湥敔瑳潈歯⡳匢杵敧瑳潩⹮敒潭敶捉湯⤢ⱽ敒捡⹴牣慥整汅浥湥⡴⹴捉湯第捩湯椺椮潣絮⤩渺汵絬爬⡽敒捡⹴潃灭湯湥⥴	216
0xc701487244c0	㭝桴獩昮汩健潲業敳孳嵮瀮獵⡨⥴ⱽ⹴牰瑯瑯灹⹥硥牴捡却潰敫兮敵祲昽湵瑣潩⡮⥴晻牯瘨牡甠搽捥摯啥䥒潃灭湯湥⡴獥慣数弨⹷瑡扯琨⤩Ⱙ㵦唯敳卲楡㵤⠧⨮⤿⸧䐠慩潬㵧⽻ⱧⱲ㵩畮汬爻昽攮數⡣⥵⤻㵩孲崱琻灹潥⁦㵩∽瑳楲杮☢椦氮湥瑧㹨☰⠦⹮潃敲献潰敫兮敵祲椽紩琬⡽㬩⹮敆摥慢正楆敬㵳㭴⹮楦	216
0xc701487247e0	\Windows\System32\WinMetadata\Windows.Foundation.winmd	216
0xc70148724970	ⱥ㵳摟焮敵祲敓敬瑣牯汁⡬⥲漬〽漻猼氮湥瑧㭨⭯⤫攨猽潛ⱝ♦攦椮♤昦敛椮嵤簩⡼⡵ⱥ⥮椬攨測琬⤩晽湵瑣潩⁮⡦⥮晻牯瘨牡甠弽⹤畱牥卹汥捥潴䅲汬渨Ⱙ㵥ⰱ㵦絻琬椬爬〽爻甼氮湥瑧㭨⬫⥲楻⡦㵴孵嵲ℬ⹴摩笩潦⡲㬻椩⡦㵩昢灢摧敧敬≭攫⬫ℬ束⡥⥩戩敲歡琻椮㵤絩学⹴摩㵝絴敲畴湲映晽湵瑣潩⁮⡥	216
0xc70148724c90	\Windows\SystemResources\Windows.UI.ShellCommonInetCore\WindowsInternal.Xaml.Controls.Tabs\Assets\Fonts\BrowserMDL.ttf	216
0xc70148724e20	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.Search.winmd	216
0xc70148725140	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\6BADA8974A10C4BD62CC921D13E43B18_1DC6D7385EA816C957BA2B715AC5C442	216
0xc701487252d0	\Windows\SystemResources\Windows.UI.ShellCommonInetCore\pris\Windows.UI.ShellCommonInetCore.ru-RU.pri	216
0xc70148725460	\$Directory	216
0xc701487255f0	摡慃档籥ⅼ桴獩弮捡散獳潔敫䵮湡条牥椮䅳摡癁楡慬汢⡥⤩籼椨琽楨⹳牣慥整摁慶据摥灏楴湯∨䵏䍁Ⱒⱴ畮汬測汵ⱬ⹮獩汃畯卤慥捲䕨慮汢摥慁䍤捡敨嬿䄢摤慁䅤捣畯瑮崢嬺䔢慮汢䅥摡敓牡档崢測椮䍳潬摵敓牡档湅扡敬䅤摡慃档㽥畦据楴湯⤨牻瑥牵⁮⹮潈瑳氮畡据坨湩潤獷捁潣湵却瑥楴杮⡳紩昺湵瑣潩⡮笩敲畴湲渠䠮獯⹴慬湵档敓牡档敐浲獩楳湯⡳紩㈬測汵ⱬ瑻灹㩥ⰲ潣瑮湥㩴⹮獩汃畯卤慥捲䕨慮汢摥	216
0xc70148725910	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Assets\Fonts\BrowserMDL.ttf	216
0xc70148725aa0	籼渨嘮敩㵷絻⤩⡽南籂⡼南㵂絻⤩弻敟瑸湥獤琽楨♳琦楨⹳彟硥整摮米晼湵瑣潩⡮笩慶⁲㵮畦据楴湯琨椬笩敲畴湲渠伽橢捥⹴敳側潲潴祴数晏籼彻灟潲潴彟嬺絝湩瑳湡散景䄠牲祡☦畦据楴湯渨琬笩⹮彟牰瑯彯㵟絴籼畦据楴湯渨琬笩潦⡲慶⁲⁩湩琠琩栮獡睏偮潲数瑲⡹⥩☦渨楛㵝孴嵩紩測琨椬紩爻瑥牵⁮畦据楴湯琨椬笩畦据楴湯爠⤨瑻楨⹳潣獮牴捵潴㵲絴⡮ⱴ⥩琻瀮潲潴祴数椽㴽渽汵㽬扏敪瑣挮敲瑡⡥⥩	216
0xc70148725c30	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.Internal.Search.winmd	216
0xc70148725dc0	\srvsvc	216
0xc701487260e0	\Windows\System32\ru-RU\dnsapi.dll.mui	216
0xc70148726270	\$Directory	216
0xc70148726400	⡼敆摥慢正笽⥽Ⱙ畦据楴湯渨笩慶⁲㭴昨湵瑣潩⡮笩產敳猠牴捩≴昻湵瑣潩⁮⡵ⱴ⥩登牡甠琽朮瑥瑁牴扩瑵⡥椢≤Ⱙ㭦籵⡼㵵朢湥摉⬢⹮敬杮桴琬献瑥瑁牴扩瑵⡥椢≤甬⤩昻渽睥爠用椬琬朮瑥瑁牴扩瑵⡥⥩㬩⹮異桳昨紩畦据楴湯椠渨琬椬笩㵩㴽畮汬渿爮浥癯䅥瑴楲畢整琨㨩⹮敳䅴瑴楲畢整琨椬紩畦据楴湯	216
0xc70148726590	\Windows\System32\ActivationClient.dll	216
0xc70148726720	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\H0Q2HmD46TcEpkLDnQAkUycbLCU.br[1].js	216
0xc701487268b0	正孳嵩琻祲牻攽琨紩慣捴⡨⥯湻氮桥∨敤畢⁧潣汬捥潴⁲慣汬慢正Ⱒ挢Ⱒ⥯琻牨睯漠紻潦⡲⁵湩爠爩栮獡睏偮潲数瑲⡹⥵☦昨畛㵝孲嵵紩敲畴湲映ⱽ⹴牰瑯瑯灹⹥汣慥㵲畦据楴湯⤨晻牯瘨牡渠椠⁮桴獩搮扥杵慖畬獥搩汥瑥⁥桴獩搮扥杵慖畬獥湛㭝桴獩挮污扬捡獫嬽絝琬瀮潲潴祴数朮瑥瑓瑡捩慖畬獥昽湵瑣	216
0xc70148726a40	\Users\CSGO\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\Recovery\Active\RecoveryStore.{C3E2B529-7150-492D-B957-E9C9D7E73031}.dat	216
0xc70148726bd0	硥噴污敵㵳畦据楴湯渨笩晩渨昩牯瘨牡琠椠⁮⥮⹮慨佳湷牐灯牥祴琨☩琦楨⹳敳䍴湯整瑸慖畬⡥ⱴ孮嵴紩琬瀮潲潴祴数爮来獩整䍲汯敬瑣潩䍮污扬捡㵫畦据楴湯渨笩♮琦楨⹳慣汬慢正⹳異桳渨紩琬瀮潲潴祴数挮汯敬瑣昽湵瑣潩⡮⥴晻牯瘨牡映琽楨⹳敧却慴楴噣污敵⡳ⰩⱥⱲⱵ㵩㬰㱩桴獩挮污扬捡獫氮湥瑧	216
0xc70148726d60	獟扵瑳慲整牐景汩健捩畴敲牐癯摩牥朮瑥牐景汩健捩畴敲捉湯潆呲歯湥琨爬吮歯湥測愮捣畯瑮獕牥慎敭㬩♵甦ㄨ昬湵瑣潩⡮⥴瑻☦椨弮獵牥牐景汩獥慃档孥⹮捡潣湵啴敳乲浡嵥琽椬爮湥敤卲潣数⡳⤩⥽絽Ⱙ畛測愮捣畯瑮獕牥慎敭⥝嬺Ⱳ⹮捡潣湵啴敳乲浡嵥嬺畮汬測汵嵬ⱽ⹨牰瑯瑯灹⹥敧䅴捣畯瑮灏楴湯䙳牯獕牥牐景汩䉥瑵潴㵮畦据楴湯琨笩慶⁲㵬桴獩爬椬甬愬栬攬挬瘬椻⡦琡楨⹳慟捣獥味歯湥慍慮敧⥲敲	216
0xc70148726ef0	\Windows\System32\WinMetadata\Windows.Security.winmd	216
0xc70148727080	\$Directory	216
0xc70148727210	異桳椨Ⱙ㵩桴獩挮敲瑡䅥癤湡散佤瑰潩⡮畮汬琬測汵ⱬ畮汬甬愮捣畯瑮牐癯摩牥畁桴牯瑩㵹∽潣獮浵牥≳嬿䴢捩潲潳瑦捁潣湵≴㩝≛慁䅤捣畯瑮崢測汵ⱬⰴ畮汬琬楨⹳畟敳偲潲楦敬䍳捡敨畛愮捣畯瑮獕牥慎敭⥝椬洮獥慳敧甽愮捣畯瑮獕牥慎敭椬渮牡慲潴呲硥㵴⹩敭獳条ⱥ⹩獣䍳慬獳琽楨⹳敧䅴癤湡散佤瑰潩䍮獳汃獡⡳ⰴ⥵爬瀮獵⡨⥩Ⱙ⹦敬杮桴〾昩牯爨瀮獵⡨桴獩朮瑥敍畮楄楶敤佲瑰潩⡮⤩愬昽湵瑣潩	216
0xc701487273a0	\Windows\System32\Windows.ApplicationModel.Core.dll	216
0xc70148727530	\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll	216
0xc701487276c0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\AppCache\R674P3ZM\2\T2vcrrn9XOh69x8wxdKNTjKN6tw.br[1].js	216
0xc70148727850	\Windows\System32\ru-RU\crypt32.dll.mui	216
0xc701487279e0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.18362.30_none_a1435978519dce7f	216
0xc70148727d00	\Windows\System32\ru-RU\InputSwitch.dll.mui	216
0xc701487281b0	\Windows\System32\stobject.dll	216
0xc70148728340	\Windows\System32\rundll32.exe	216
0xc701487284d0	\Windows\System32\MFCaptureEngine.dll	216
0xc701487287f0	\Windows\System32\ru-RU\stobject.dll.mui	216
0xc70148728980	\Windows\System32\WinMetadata\Windows.Storage.winmd	216
0xc70148728b10	\Windows\System32\ru-RU\winnlsres.dll.mui	216
0xc70148728ca0	\Windows\Registration\R000000000006.clb	216
0xc70148728e30	\CMNotify	216
0xc70148729150	\$Directory	216
0xc701487292e0	\Windows\System32	216
0xc70148729600	\Windows\System32\WinMetadata\Windows.System.winmd	216
0xc70148729790	\Windows\System32\InputSwitch.dll	216
0xc70148729920	\Windows\SystemResources\stobject.dll.mun	216
0xc70148729ab0	\Windows\System32\batmeter.dll	216
0xc70148729c40	\Windows\Prefetch\RUNTIMEBROKER.EXE-0C338E46.pf	216
0xc70148729dd0	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.Tips.winmd	216
0xc7014872a0f0	\$Directory	216
0xc7014872a280	\Windows\System32\RuntimeBroker.exe	216
0xc7014872a410	\Windows\System32\ru-RU\input.dll.mui	216
0xc7014872a5a0	\Windows\System32\input.dll	216
0xc7014872a730	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.SPA.winmd	216
0xc7014872a8c0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194\4256926629-1688279915-2739229046-3928706915	216
0xc7014872aa50	\Windows\System32\Windows.UI.Shell.dll	216
0xc7014872abe0	\$Directory	216
0xc7014872ad70	\Program Files\WindowsApps\Microsoft.WindowsStore_11811.1001.18.0_neutral_split.language-ru_8wekyb3d8bbwe\resources.pri	216
0xc7014872b090	\Windows\System32\wshext.dll	216
0xc7014872b220	\Users\CSGO\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini	216
0xc7014872b3b0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194\1821068571-1793888307-623627345-1529106238	216
0xc7014872b540	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe	216
0xc7014872b6d0	\Windows\System32\WlanRadioManager.dll	216
0xc7014872b860	\$Directory	216
0xc7014872b9f0	\Program Files\WindowsApps\Microsoft.WindowsStore_11811.1001.18.0_x64__8wekyb3d8bbwe\resources.pri	216
0xc7014872bb80	\Program Files\desktop.ini	216
0xc7014872bd10	\Windows\System32\CapabilityAccessManagerClient.dll	216
0xc7014872bea0	\Windows\System32\ru-RU\wshext.dll.mui	216
0xc7014872c1c0	\Users\CSGO\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\69IL9JKB	216
0xc7014872c350	\Windows\System32\MicrosoftEdgeCP.exe	216
