Volatility 3 Framework 2.0.0

PID	Process	Block	Variable	Value
1780	spoolsv.exe	0xc91af0	ProgramW6432	C:\Program Files
1780	spoolsv.exe	0xc91af0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1780	spoolsv.exe	0xc91af0	PUBLIC	C:\Users\Public
1780	spoolsv.exe	0xc91af0	SystemDrive	C:
1780	spoolsv.exe	0xc91af0	SystemRoot	C:\Windows
1780	spoolsv.exe	0xc91af0	TEMP	C:\Windows\TEMP
1780	spoolsv.exe	0xc91af0	TMP	C:\Windows\TEMP
1780	spoolsv.exe	0xc91af0	USERDOMAIN	WORKGROUP
1780	spoolsv.exe	0xc91af0	USERNAME	DESKTOP-G8BLC8O$
1780	spoolsv.exe	0xc91af0	USERPROFILE	C:\Windows\system32\config\systemprofile
1780	spoolsv.exe	0xc91af0	windir	C:\Windows
1788	svchost.exe	0x1ddf7c03380	ALLUSERSPROFILE	C:\ProgramData
1788	svchost.exe	0x1ddf7c03380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1788	svchost.exe	0x1ddf7c03380	CommonProgramFiles	C:\Program Files\Common Files
1788	svchost.exe	0x1ddf7c03380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1788	svchost.exe	0x1ddf7c03380	CommonProgramW6432	C:\Program Files\Common Files
1788	svchost.exe	0x1ddf7c03380	COMPUTERNAME	DESKTOP-G8BLC8O
1788	svchost.exe	0x1ddf7c03380	ComSpec	C:\Windows\system32\cmd.exe
1788	svchost.exe	0x1ddf7c03380	DriverData	C:\Windows\System32\Drivers\DriverData
1788	svchost.exe	0x1ddf7c03380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1788	svchost.exe	0x1ddf7c03380	NUMBER_OF_PROCESSORS	2
1788	svchost.exe	0x1ddf7c03380	OS	Windows_NT
1788	svchost.exe	0x1ddf7c03380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1788	svchost.exe	0x1ddf7c03380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1788	svchost.exe	0x1ddf7c03380	PROCESSOR_ARCHITECTURE	AMD64
1788	svchost.exe	0x1ddf7c03380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1788	svchost.exe	0x1ddf7c03380	PROCESSOR_LEVEL	6
1788	svchost.exe	0x1ddf7c03380	PROCESSOR_REVISION	a502
1788	svchost.exe	0x1ddf7c03380	ProgramData	C:\ProgramData
1788	svchost.exe	0x1ddf7c03380	ProgramFiles	C:\Program Files
1788	svchost.exe	0x1ddf7c03380	ProgramFiles(x86)	C:\Program Files (x86)
1788	svchost.exe	0x1ddf7c03380	ProgramW6432	C:\Program Files
1788	svchost.exe	0x1ddf7c03380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1788	svchost.exe	0x1ddf7c03380	PUBLIC	C:\Users\Public
1788	svchost.exe	0x1ddf7c03380	SystemDrive	C:
1788	svchost.exe	0x1ddf7c03380	SystemRoot	C:\Windows
1788	svchost.exe	0x1ddf7c03380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1788	svchost.exe	0x1ddf7c03380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1788	svchost.exe	0x1ddf7c03380	USERDOMAIN	NT AUTHORITY
1788	svchost.exe	0x1ddf7c03380	USERNAME	LOCAL SERVICE
1788	svchost.exe	0x1ddf7c03380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1788	svchost.exe	0x1ddf7c03380	windir	C:\Windows
1280	svchost.exe	0x20a38a03380	ALLUSERSPROFILE	C:\ProgramData
1280	svchost.exe	0x20a38a03380	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1280	svchost.exe	0x20a38a03380	CommonProgramFiles	C:\Program Files\Common Files
1280	svchost.exe	0x20a38a03380	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1280	svchost.exe	0x20a38a03380	CommonProgramW6432	C:\Program Files\Common Files
1280	svchost.exe	0x20a38a03380	COMPUTERNAME	DESKTOP-G8BLC8O
1280	svchost.exe	0x20a38a03380	ComSpec	C:\Windows\system32\cmd.exe
1280	svchost.exe	0x20a38a03380	DriverData	C:\Windows\System32\Drivers\DriverData
1280	svchost.exe	0x20a38a03380	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1280	svchost.exe	0x20a38a03380	NUMBER_OF_PROCESSORS	2
1280	svchost.exe	0x20a38a03380	OS	Windows_NT
1280	svchost.exe	0x20a38a03380	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1280	svchost.exe	0x20a38a03380	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1280	svchost.exe	0x20a38a03380	PROCESSOR_ARCHITECTURE	AMD64
1280	svchost.exe	0x20a38a03380	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1280	svchost.exe	0x20a38a03380	PROCESSOR_LEVEL	6
1280	svchost.exe	0x20a38a03380	PROCESSOR_REVISION	a502
1280	svchost.exe	0x20a38a03380	ProgramData	C:\ProgramData
1280	svchost.exe	0x20a38a03380	ProgramFiles	C:\Program Files
1280	svchost.exe	0x20a38a03380	ProgramFiles(x86)	C:\Program Files (x86)
1280	svchost.exe	0x20a38a03380	ProgramW6432	C:\Program Files
1280	svchost.exe	0x20a38a03380	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1280	svchost.exe	0x20a38a03380	PUBLIC	C:\Users\Public
1280	svchost.exe	0x20a38a03380	SystemDrive	C:
1280	svchost.exe	0x20a38a03380	SystemRoot	C:\Windows
1280	svchost.exe	0x20a38a03380	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1280	svchost.exe	0x20a38a03380	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1280	svchost.exe	0x20a38a03380	USERDOMAIN	NT AUTHORITY
1280	svchost.exe	0x20a38a03380	USERNAME	LOCAL SERVICE
1280	svchost.exe	0x20a38a03380	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1280	svchost.exe	0x20a38a03380	windir	C:\Windows
2208	vmtoolsd.exe	0x24ef2b91af0	ALLUSERSPROFILE	C:\ProgramData
2208	vmtoolsd.exe	0x24ef2b91af0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2208	vmtoolsd.exe	0x24ef2b91af0	CommonProgramFiles	C:\Program Files\Common Files
2208	vmtoolsd.exe	0x24ef2b91af0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2208	vmtoolsd.exe	0x24ef2b91af0	CommonProgramW6432	C:\Program Files\Common Files
2208	vmtoolsd.exe	0x24ef2b91af0	COMPUTERNAME	DESKTOP-G8BLC8O
2208	vmtoolsd.exe	0x24ef2b91af0	ComSpec	C:\Windows\system32\cmd.exe
2208	vmtoolsd.exe	0x24ef2b91af0	DriverData	C:\Windows\System32\Drivers\DriverData
2208	vmtoolsd.exe	0x24ef2b91af0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2208	vmtoolsd.exe	0x24ef2b91af0	NUMBER_OF_PROCESSORS	2
2208	vmtoolsd.exe	0x24ef2b91af0	OS	Windows_NT
2208	vmtoolsd.exe	0x24ef2b91af0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2208	vmtoolsd.exe	0x24ef2b91af0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2208	vmtoolsd.exe	0x24ef2b91af0	PROCESSOR_ARCHITECTURE	AMD64
2208	vmtoolsd.exe	0x24ef2b91af0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2208	vmtoolsd.exe	0x24ef2b91af0	PROCESSOR_LEVEL	6
2208	vmtoolsd.exe	0x24ef2b91af0	PROCESSOR_REVISION	a502
2208	vmtoolsd.exe	0x24ef2b91af0	ProgramData	C:\ProgramData
2208	vmtoolsd.exe	0x24ef2b91af0	ProgramFiles	C:\Program Files
2208	vmtoolsd.exe	0x24ef2b91af0	ProgramFiles(x86)	C:\Program Files (x86)
2208	vmtoolsd.exe	0x24ef2b91af0	ProgramW6432	C:\Program Files
2208	vmtoolsd.exe	0x24ef2b91af0	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2208	vmtoolsd.exe	0x24ef2b91af0	PUBLIC	C:\Users\Public
2208	vmtoolsd.exe	0x24ef2b91af0	SystemDrive	C:
2208	vmtoolsd.exe	0x24ef2b91af0	SystemRoot	C:\Windows
2208	vmtoolsd.exe	0x24ef2b91af0	TEMP	C:\Windows\TEMP
2208	vmtoolsd.exe	0x24ef2b91af0	TMP	C:\Windows\TEMP
2208	vmtoolsd.exe	0x24ef2b91af0	USERDOMAIN	WORKGROUP
2208	vmtoolsd.exe	0x24ef2b91af0	USERNAME	DESKTOP-G8BLC8O$
2208	vmtoolsd.exe	0x24ef2b91af0	USERPROFILE	C:\Windows\system32\config\systemprofile
2208	vmtoolsd.exe	0x24ef2b91af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	ALLUSERSPROFILE	C:\ProgramData
2228	MsMpEng.exe	0x297e0f41af0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2228	MsMpEng.exe	0x297e0f41af0	CommonProgramFiles	C:\Program Files\Common Files
2228	MsMpEng.exe	0x297e0f41af0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2228	MsMpEng.exe	0x297e0f41af0	CommonProgramW6432	C:\Program Files\Common Files
2228	MsMpEng.exe	0x297e0f41af0	COMPUTERNAME	DESKTOP-G8BLC8O
2228	MsMpEng.exe	0x297e0f41af0	ComSpec	C:\Windows\system32\cmd.exe
2228	MsMpEng.exe	0x297e0f41af0	DriverData	C:\Windows\System32\Drivers\DriverData
2228	MsMpEng.exe	0x297e0f41af0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2228	MsMpEng.exe	0x297e0f41af0	NUMBER_OF_PROCESSORS	2
2228	MsMpEng.exe	0x297e0f41af0	OS	Windows_NT
2228	MsMpEng.exe	0x297e0f41af0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2228	MsMpEng.exe	0x297e0f41af0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2228	MsMpEng.exe	0x297e0f41af0	PROCESSOR_ARCHITECTURE	AMD64
2228	MsMpEng.exe	0x297e0f41af0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2228	MsMpEng.exe	0x297e0f41af0	PROCESSOR_LEVEL	6
2228	MsMpEng.exe	0x297e0f41af0	PROCESSOR_REVISION	a502
2228	MsMpEng.exe	0x297e0f41af0	ProgramData	C:\ProgramData
2228	MsMpEng.exe	0x297e0f41af0	ProgramFiles	C:\Program Files
2228	MsMpEng.exe	0x297e0f41af0	ProgramFiles(x86)	C:\Program Files (x86)
2228	MsMpEng.exe	0x297e0f41af0	ProgramW6432	C:\Program Files
2228	MsMpEng.exe	0x297e0f41af0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2228	MsMpEng.exe	0x297e0f41af0	PUBLIC	C:\Users\Public
2228	MsMpEng.exe	0x297e0f41af0	SystemDrive	C:
2228	MsMpEng.exe	0x297e0f41af0	SystemRoot	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	TEMP	C:\Windows\TEMP
2228	MsMpEng.exe	0x297e0f41af0	TMP	C:\Windows\TEMP
2228	MsMpEng.exe	0x297e0f41af0	USERDOMAIN	WORKGROUP
2228	MsMpEng.exe	0x297e0f41af0	USERNAME	DESKTOP-G8BLC8O$
2228	MsMpEng.exe	0x297e0f41af0	USERPROFILE	C:\Windows\system32\config\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	C:\Windows\system32\config\systemprofil	C:\Windows\system32\config\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	ig\systemprofil	ig\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	OMAIN	WORKGROUP
2228	MsMpEng.exe	0x297e0f41af0	USERNAME	DESKTOP-G8BLC8O$
2228	MsMpEng.exe	0x297e0f41af0	USERPROFILE	C:\Windows\system32\config\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	ERPROFILE	C:\Windows\system32\config\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	ndows\system32\config\systemprofil	ndows\system32\config\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2228	MsMpEng.exe	0x297e0f41af0	fig\systemprofil	fig\systemprofile
2228	MsMpEng.exe	0x297e0f41af0	windir	C:\Windows
2484	WmiPrvSE.exe	0x20232a31af0	ALLUSERSPROFILE	C:\ProgramData
2484	WmiPrvSE.exe	0x20232a31af0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2484	WmiPrvSE.exe	0x20232a31af0	CommonProgramFiles	C:\Program Files\Common Files
2484	WmiPrvSE.exe	0x20232a31af0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2484	WmiPrvSE.exe	0x20232a31af0	CommonProgramW6432	C:\Program Files\Common Files
2484	WmiPrvSE.exe	0x20232a31af0	COMPUTERNAME	DESKTOP-G8BLC8O
2484	WmiPrvSE.exe	0x20232a31af0	ComSpec	C:\Windows\system32\cmd.exe
2484	WmiPrvSE.exe	0x20232a31af0	DriverData	C:\Windows\System32\Drivers\DriverData
2484	WmiPrvSE.exe	0x20232a31af0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2484	WmiPrvSE.exe	0x20232a31af0	NUMBER_OF_PROCESSORS	2
2484	WmiPrvSE.exe	0x20232a31af0	OS	Windows_NT
2484	WmiPrvSE.exe	0x20232a31af0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2484	WmiPrvSE.exe	0x20232a31af0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2484	WmiPrvSE.exe	0x20232a31af0	PROCESSOR_ARCHITECTURE	AMD64
2484	WmiPrvSE.exe	0x20232a31af0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2484	WmiPrvSE.exe	0x20232a31af0	PROCESSOR_LEVEL	6
2484	WmiPrvSE.exe	0x20232a31af0	PROCESSOR_REVISION	a502
2484	WmiPrvSE.exe	0x20232a31af0	ProgramData	C:\ProgramData
2484	WmiPrvSE.exe	0x20232a31af0	ProgramFiles	C:\Program Files
2484	WmiPrvSE.exe	0x20232a31af0	ProgramFiles(x86)	C:\Program Files (x86)
2484	WmiPrvSE.exe	0x20232a31af0	ProgramW6432	C:\Program Files
2484	WmiPrvSE.exe	0x20232a31af0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2484	WmiPrvSE.exe	0x20232a31af0	PUBLIC	C:\Users\Public
2484	WmiPrvSE.exe	0x20232a31af0	SystemDrive	C:
2484	WmiPrvSE.exe	0x20232a31af0	SystemRoot	C:\Windows
2484	WmiPrvSE.exe	0x20232a31af0	TEMP	C:\Windows\TEMP
2484	WmiPrvSE.exe	0x20232a31af0	TMP	C:\Windows\TEMP
2484	WmiPrvSE.exe	0x20232a31af0	USERDOMAIN	WORKGROUP
2484	WmiPrvSE.exe	0x20232a31af0	USERNAME	DESKTOP-G8BLC8O$
2484	WmiPrvSE.exe	0x20232a31af0	USERPROFILE	C:\Windows\system32\config\systemprofile
2484	WmiPrvSE.exe	0x20232a31af0	windir	C:\Windows
2808	dllhost.exe	0x26241111af0	ALLUSERSPROFILE	C:\ProgramData
2808	dllhost.exe	0x26241111af0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2808	dllhost.exe	0x26241111af0	CommonProgramFiles	C:\Program Files\Common Files
2808	dllhost.exe	0x26241111af0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2808	dllhost.exe	0x26241111af0	CommonProgramW6432	C:\Program Files\Common Files
2808	dllhost.exe	0x26241111af0	COMPUTERNAME	DESKTOP-G8BLC8O
2808	dllhost.exe	0x26241111af0	ComSpec	C:\Windows\system32\cmd.exe
2808	dllhost.exe	0x26241111af0	DriverData	C:\Windows\System32\Drivers\DriverData
2808	dllhost.exe	0x26241111af0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2808	dllhost.exe	0x26241111af0	NUMBER_OF_PROCESSORS	2
2808	dllhost.exe	0x26241111af0	OS	Windows_NT
2808	dllhost.exe	0x26241111af0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2808	dllhost.exe	0x26241111af0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2808	dllhost.exe	0x26241111af0	PROCESSOR_ARCHITECTURE	AMD64
2808	dllhost.exe	0x26241111af0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2808	dllhost.exe	0x26241111af0	PROCESSOR_LEVEL	6
2808	dllhost.exe	0x26241111af0	PROCESSOR_REVISION	a502
2808	dllhost.exe	0x26241111af0	ProgramData	C:\ProgramData
2808	dllhost.exe	0x26241111af0	ProgramFiles	C:\Program Files
2808	dllhost.exe	0x26241111af0	ProgramFiles(x86)	C:\Program Files (x86)
2808	dllhost.exe	0x26241111af0	ProgramW6432	C:\Program Files
2808	dllhost.exe	0x26241111af0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2808	dllhost.exe	0x26241111af0	PUBLIC	C:\Users\Public
2808	dllhost.exe	0x26241111af0	SystemDrive	C:
2808	dllhost.exe	0x26241111af0	SystemRoot	C:\Windows
2808	dllhost.exe	0x26241111af0	TEMP	C:\Windows\TEMP
2808	dllhost.exe	0x26241111af0	TMP	C:\Windows\TEMP
2808	dllhost.exe	0x26241111af0	USERDOMAIN	WORKGROUP
2808	dllhost.exe	0x26241111af0	USERNAME	DESKTOP-G8BLC8O$
2808	dllhost.exe	0x26241111af0	USERPROFILE	C:\Windows\system32\config\systemprofile
2808	dllhost.exe	0x26241111af0	windir	C:\Windows
712	msdtc.exe	0x1aa8b451b70	ALLUSERSPROFILE	C:\ProgramData
712	msdtc.exe	0x1aa8b451b70	APPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Roaming
712	msdtc.exe	0x1aa8b451b70	CommonProgramFiles	C:\Program Files\Common Files
712	msdtc.exe	0x1aa8b451b70	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
712	msdtc.exe	0x1aa8b451b70	CommonProgramW6432	C:\Program Files\Common Files
712	msdtc.exe	0x1aa8b451b70	COMPUTERNAME	DESKTOP-G8BLC8O
712	msdtc.exe	0x1aa8b451b70	ComSpec	C:\Windows\system32\cmd.exe
712	msdtc.exe	0x1aa8b451b70	DriverData	C:\Windows\System32\Drivers\DriverData
712	msdtc.exe	0x1aa8b451b70	LOCALAPPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Local
712	msdtc.exe	0x1aa8b451b70	NUMBER_OF_PROCESSORS	2
712	msdtc.exe	0x1aa8b451b70	OS	Windows_NT
712	msdtc.exe	0x1aa8b451b70	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\WindowsApps
712	msdtc.exe	0x1aa8b451b70	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
712	msdtc.exe	0x1aa8b451b70	PROCESSOR_ARCHITECTURE	AMD64
712	msdtc.exe	0x1aa8b451b70	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
712	msdtc.exe	0x1aa8b451b70	PROCESSOR_LEVEL	6
712	msdtc.exe	0x1aa8b451b70	PROCESSOR_REVISION	a502
712	msdtc.exe	0x1aa8b451b70	ProgramData	C:\ProgramData
712	msdtc.exe	0x1aa8b451b70	ProgramFiles	C:\Program Files
712	msdtc.exe	0x1aa8b451b70	ProgramFiles(x86)	C:\Program Files (x86)
712	msdtc.exe	0x1aa8b451b70	ProgramW6432	C:\Program Files
712	msdtc.exe	0x1aa8b451b70	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
712	msdtc.exe	0x1aa8b451b70	PUBLIC	C:\Users\Public
712	msdtc.exe	0x1aa8b451b70	SystemDrive	C:
712	msdtc.exe	0x1aa8b451b70	SystemRoot	C:\Windows
712	msdtc.exe	0x1aa8b451b70	TEMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
712	msdtc.exe	0x1aa8b451b70	TMP	C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp
712	msdtc.exe	0x1aa8b451b70	USERDOMAIN	WORKGROUP
712	msdtc.exe	0x1aa8b451b70	USERNAME	DESKTOP-G8BLC8O$
712	msdtc.exe	0x1aa8b451b70	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
712	msdtc.exe	0x1aa8b451b70	windir	C:\Windows
1688	sihost.exe	0x218769e1b20	ALLUSERSPROFILE	C:\ProgramData
1688	sihost.exe	0x218769e1b20	APPDATA	C:\Users\CSGO\AppData\Roaming
1688	sihost.exe	0x218769e1b20	CommonProgramFiles	C:\Program Files\Common Files
1688	sihost.exe	0x218769e1b20	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1688	sihost.exe	0x218769e1b20	CommonProgramW6432	C:\Program Files\Common Files
1688	sihost.exe	0x218769e1b20	COMPUTERNAME	DESKTOP-G8BLC8O
1688	sihost.exe	0x218769e1b20	ComSpec	C:\Windows\system32\cmd.exe
1688	sihost.exe	0x218769e1b20	DriverData	C:\Windows\System32\Drivers\DriverData
1688	sihost.exe	0x218769e1b20	HOMEDRIVE	C:
1688	sihost.exe	0x218769e1b20	HOMEPATH	\Users\CSGO
1688	sihost.exe	0x218769e1b20	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
1688	sihost.exe	0x218769e1b20	LOGONSERVER	\\DESKTOP-G8BLC8O
1688	sihost.exe	0x218769e1b20	NUMBER_OF_PROCESSORS	2
1688	sihost.exe	0x218769e1b20	OS	Windows_NT
1688	sihost.exe	0x218769e1b20	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
1688	sihost.exe	0x218769e1b20	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1688	sihost.exe	0x218769e1b20	PROCESSOR_ARCHITECTURE	AMD64
1688	sihost.exe	0x218769e1b20	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
1688	sihost.exe	0x218769e1b20	PROCESSOR_LEVEL	6
1688	sihost.exe	0x218769e1b20	PROCESSOR_REVISION	a502
1688	sihost.exe	0x218769e1b20	ProgramData	C:\ProgramData
1688	sihost.exe	0x218769e1b20	ProgramFiles	C:\Program Files
1688	sihost.exe	0x218769e1b20	ProgramFiles(x86)	C:\Program Files (x86)
1688	sihost.exe	0x218769e1b20	ProgramW6432	C:\Program Files
1688	sihost.exe	0x218769e1b20	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1688	sihost.exe	0x218769e1b20	PUBLIC	C:\Users\Public
1688	sihost.exe	0x218769e1b20	SystemDrive	C:
1688	sihost.exe	0x218769e1b20	SystemRoot	C:\Windows
1688	sihost.exe	0x218769e1b20	TEMP	C:\Users\CSGO\AppData\Local\Temp
1688	sihost.exe	0x218769e1b20	TMP	C:\Users\CSGO\AppData\Local\Temp
1688	sihost.exe	0x218769e1b20	USERDOMAIN	DESKTOP-G8BLC8O
1688	sihost.exe	0x218769e1b20	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
1688	sihost.exe	0x218769e1b20	USERNAME	CSGO
1688	sihost.exe	0x218769e1b20	USERPROFILE	C:\Users\CSGO
1688	sihost.exe	0x218769e1b20	windir	C:\Windows
2540	svchost.exe	0x192b3e03340	ALLUSERSPROFILE	C:\ProgramData
2540	svchost.exe	0x192b3e03340	APPDATA	C:\Users\CSGO\AppData\Roaming
2540	svchost.exe	0x192b3e03340	CommonProgramFiles	C:\Program Files\Common Files
2540	svchost.exe	0x192b3e03340	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2540	svchost.exe	0x192b3e03340	CommonProgramW6432	C:\Program Files\Common Files
2540	svchost.exe	0x192b3e03340	COMPUTERNAME	DESKTOP-G8BLC8O
2540	svchost.exe	0x192b3e03340	ComSpec	C:\Windows\system32\cmd.exe
2540	svchost.exe	0x192b3e03340	DriverData	C:\Windows\System32\Drivers\DriverData
2540	svchost.exe	0x192b3e03340	HOMEDRIVE	C:
2540	svchost.exe	0x192b3e03340	HOMEPATH	\Users\CSGO
2540	svchost.exe	0x192b3e03340	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
2540	svchost.exe	0x192b3e03340	LOGONSERVER	\\DESKTOP-G8BLC8O
2540	svchost.exe	0x192b3e03340	NUMBER_OF_PROCESSORS	2
2540	svchost.exe	0x192b3e03340	OS	Windows_NT
2540	svchost.exe	0x192b3e03340	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
